STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Odisha,Rayagada,RCPLWEA,1,0,1,0,0,0,1.8,1.29913,1.8,1.3596,0
Odisha,Rayagada,PM-JANMAN,14,0,0,0,14,0,41.02,39.09,0,0,41.02
Odisha,Sambalpur,PMGSY-II,9,1,9,1,0,0,85.98,41.51148,85.892,41.1928,0
Odisha,Sonepur,PMGSY-I,335,9,335,9,0,0,1270.425,444.0708,1189.798,406.4351,0
Odisha,Sonepur,PMGSY-III,30,3,30,2,0,1,191.854,144.2091,184.959,132.3075,0
Puducherry,Puducherry,PMGSY-II,21,0,20,0,1,0,51.195,24.39268,48.027,29.7364,2.296
Punjab,Amritsar,PMGSY-III,31,2,10,0,21,2,286.661,253.71377,135.82,95.5975,150.841
Punjab,Bathinda,PMGSY-III,17,1,5,0,12,1,155.735,117.75286,57.415,43.356,98.32
Punjab,Faridkot,PMGSY-I,23,0,23,0,0,0,190.581,80.2681,190.575,72.9015,0
Punjab,Faridkot,PMGSY-II,8,0,8,0,0,0,71.88,43.2546,70.48,42.0938,0
Punjab,Firozpur,PMGSY-II,9,1,9,1,0,0,86.16,56.7187,85.89,49.0907,0
Punjab,Hoshiarpur,PMGSY-II,2,0,2,0,0,0,25.6,18.2157,25.6,13.5352,0
Punjab,Jalandhar,PMGSY-I,56,0,56,0,0,0,340.12,121.8067,340.12,105.1702,0
Punjab,Kapurthala,PMGSY-I,43,0,43,0,0,0,246.385,85.3898,246.385,66.1599,0
Punjab,Kapurthala,PMGSY-III,10,0,4,0,6,0,83.46,56.04457,31.51,13.7131,51.95
Punjab,Ludhiana,PMGSY-II,12,0,12,0,0,0,132.74,83.1042,132.56,83.1156,0
Punjab,Mansa,PMGSY-I,49,0,49,0,0,0,351.07,149.1889,349.727,148.1373,0
Punjab,Nawashahar,PMGSY-II,1,0,1,0,0,0,8.38,6.1408,5.7,2.8514,0
Punjab,Patiala,PMGSY-III,17,7,13,1,4,6,121.712,119.44707,98.66,81.8492,22.39
Punjab,Sangrur,PMGSY-I,52,0,52,0,0,0,499.49,217.7255,498.75,200.7852,0
Punjab,"Tarn Taran",PMGSY-I,72,0,72,0,0,0,445.69,174.2062,445.19,162.7579,0
Rajasthan,Ajmer,PMGSY-I,146,0,146,0,0,0,564.195,98.3854,529.89,82.4478,0
Rajasthan,Anoopgarh,PMGSY-I,61,0,61,0,0,0,314.69,61.2892,314.69,54.5845,0
Rajasthan,Balotra,PMGSY-II,6,2,6,2,0,0,57.24,22.06748,58.74,15.9068,0
Rajasthan,Banswara,PMGSY-III,23,2,23,2,0,0,172.34,113.42684,167.93,70.2947,0
Rajasthan,Beawar,PMGSY-I,174,0,174,0,0,0,607.68,104.0071,593.4,92.2855,0
Rajasthan,Bharatpur,PMGSY-II,7,0,7,0,0,0,69.2,39.93924,69.2,30.9691,0
Rajasthan,Bundi,PMGSY-I,282,1,282,1,0,0,1006.3,256.4899,989.736,241.6649,0
Rajasthan,Chittaurgarh,PMGSY-III,34,2,29,2,5,0,263.953,166.02474,242.502,104.6727,18.2
Rajasthan,Churu,PMGSY-I,295,0,295,0,0,0,1715.86,275.6133,1589.755,260.5425,0
Rajasthan,Churu,PMGSY-III,23,0,20,0,3,0,222.74,128.83,209.08,92.4987,15.59
Rajasthan,Deeg,PMGSY-III,13,0,13,0,0,0,100.57,74.12449,99.87,64.6454,0
Rajasthan,Dholpur,PMGSY-II,5,0,5,0,0,0,42.8,17.2821,42.8,15.923,0
Rajasthan,Dudu,PMGSY-I,93,0,93,0,0,0,410.965,93.2834,410.558,83.7212,0
Rajasthan,Dungarpur,PMGSY-I,1001,0,1001,0,0,0,2820.22,766.6567,2691.941,661.5755,0
Rajasthan,Hanumangarh,PMGSY-I,134,0,134,0,0,0,903.16,196.4427,867.987,167.7036,0
Rajasthan,Hanumangarh,PMGSY-III,22,0,20,0,2,0,217.64,103.43357,214.295,76.049,0
Rajasthan,Jalor,PMGSY-III,8,0,8,0,0,0,82.64,43.3494,79.15,24.6524,0
Rajasthan,"Kotputli Behror",PMGSY-II,8,0,8,0,0,0,69.61,32.9576,69.74,27.586,0
Rajasthan,"Neem Ka Thana",PMGSY-I,331,0,331,0,0,0,1117.755,300.3336,1082.687,250.6576,0
Rajasthan,"Neem Ka Thana",PMGSY-II,7,0,7,0,0,0,56.7,35.12174,57.3,26.1579,0
Rajasthan,Pali,PMGSY-II,11,1,11,1,0,0,118.5,63.8277,118.5,50.2365,0
Rajasthan,Pali,PMGSY-III,32,9,32,2,0,7,324.44,226.93041,322.45,169.2566,0
Rajasthan,Phalodi,PMGSY-II,2,0,2,0,0,0,29.5,12.2832,29.5,8.859,0
Rajasthan,Sanchor,PMGSY-II,5,0,5,0,0,0,56.1,18.4422,56.1,13.8423,0
Rajasthan,Shahpura,PMGSY-I,251,0,251,0,0,0,910.77,168.921,871.115,154.7538,0
Rajasthan,Sikar,PMGSY-II,7,0,7,0,0,0,83.19,42.9649,83.19,34.6832,0
Rajasthan,"Sri Ganganagar",PMGSY-II,8,0,8,0,0,0,75.5,26.0761,75.5,18.8808,0
Rajasthan,Tonk,PMGSY-I,267,0,267,0,0,0,1190.87,225.0534,1135.969,211.1968,0
Sikkim,Soreng,PMGSY-III,11,4,0,0,11,4,73.35,83.49577,1.2,9.3093,72.15
Sikkim,"West Sikkim",PMGSY-III,6,1,0,0,6,1,35.6,35.44266,0,0,35.6
"Tamil Nadu",Ariyalur,PMGSY-II,39,3,39,3,0,0,134.099,43.28113,132.39,44.3706,0
"Tamil Nadu",Chengalpattu,PMGSY-I,197,0,197,0,0,0,403.113,90.8977,400.157,-16.8283,0
"Tamil Nadu",Coimbatore,PMGSY-II,56,2,56,2,0,0,183.305,79.52724,183.03,80.3042,0
"Tamil Nadu",Coimbatore,PMGSY-III,27,0,25,0,2,0,97.925,51.44381,89.74,47.8373,7.99
"Tamil Nadu",Dharmapuri,PMGSY-I,234,3,234,3,0,0,407.352,142.64677,406.367,116.9368,0
"Tamil Nadu",Erode,PMGSY-II,11,0,11,0,0,0,28.672,9.70103,28.672,10.0326,0
"Tamil Nadu",Karur,PMGSY-I,181,0,181,0,0,0,475.43,116.62593,474.355,106.3399,0
"Tamil Nadu",Krishnagiri,PMGSY-I,210,7,210,7,0,0,443.188,139.18744,438.612,119.6094,0
"Tamil Nadu",Madurai,PMGSY-II,36,0,36,0,0,0,125.62,45.16382,125.62,48.7631,0
"Tamil Nadu",Madurai,PMGSY-III,18,0,15,0,3,0,62.41,39.60853,49.09,30.7535,13.165
"Tamil Nadu",Namakkal,PMGSY-II,30,0,30,0,0,0,86.151,31.75087,86.156,33.0551,0
"Tamil Nadu",Namakkal,PMGSY-III,108,0,87,0,21,0,375.834,209.22077,351.804,155.3205,24.038
"Tamil Nadu",Pudukkottai,PMGSY-III,77,0,42,0,35,0,335.616,197.66193,162.806,89.0692,172.995
"Tamil Nadu",Ranipet,PMGSY-II,7,0,7,0,0,0,19.552,7.5257,19.552,7.7246,0
"Tamil Nadu",Ranipet,PMGSY-III,7,0,7,0,0,0,18.032,9.47379,18.03,9.2599,0
"Tamil Nadu",Salem,PMGSY-I,304,5,304,5,0,0,630.305,184.66714,619.565,196.6479,0
"Tamil Nadu",Thanjavur,PMGSY-III,28,1,19,0,9,1,105.676,61.92325,71.271,38.0565,34.405
"Tamil Nadu","The Nilgiris",PMGSY-II,15,0,15,0,0,0,58.54,66.72564,57.723,69.0087,0
"Tamil Nadu","The Nilgiris",PMGSY-III,17,0,2,0,15,0,68.005,70.5887,8.3,10.8567,59.705
"Tamil Nadu",Tiruchirappalli,PMGSY-III,81,1,52,1,29,0,310.51,168.58226,197.245,94.1286,113.28
"Tamil Nadu",Tirupathur,PMGSY-I,83,0,83,0,0,0,150.546,38.27071,150.421,-69.0977,0
"Tamil Nadu",Tiruppur,PMGSY-I,285,2,285,2,0,0,627.378,136.4948,623.583,27.9211,0
"Tamil Nadu",Tiruvallur,PMGSY-III,32,0,22,0,10,0,96.01,55.45871,59.102,33.4339,32.985
"Tamil Nadu",Tuticorin,PMGSY-III,36,2,21,0,15,2,164.34,101.52025,91.38,52.855,72.95
"Tamil Nadu",Villupuram,PMGSY-I,322,3,322,3,0,0,663.065,186.3543,652.911,178.5364,0
Telangana,Adilabad,PMGSY-III,7,7,5,4,2,3,60.545,62.04833,44.62,46.6377,15.05
Telangana,Adilabad,PM-JANMAN,15,0,0,0,15,0,43.875,44.28494,0,0,43.875
Telangana,"Bhadradri Kothagudem",PMGSY-I,168,24,167,24,1,0,712.02,251.4457,675.957,135.5522,4.35
Telangana,Jagitial,PMGSY-I,83,6,83,6,0,0,270.489,44.4377,266.892,87.5639,0
Telangana,Jagitial,PMGSY-II,3,0,3,0,0,0,22.83,11.44,21.717,10.3955,0
Telangana,"Jayashankar Bhoopalapally",PMGSY-II,2,0,2,0,0,0,21.95,16.5554,20.345,16.187,0
Telangana,Kamareddy,PMGSY-I,162,8,162,8,0,0,417.72,78.3256,415.72,14.6649,0
Telangana,Karimnagar,PMGSY-II,3,0,3,0,0,0,27.18,13.8392,26.431,13.3442,0
Telangana,Karimnagar,PMGSY-III,11,1,0,0,11,1,56.933,30.88998,5.033,11.6345,51.9
Telangana,Khammam,PMGSY-I,135,9,135,9,0,0,423.151,108.162,419.051,37.213,0
Telangana,"Komrambheem Asifabad",PM-JANMAN,8,0,0,0,8,0,19.85,19.73805,0,0,19.85
Telangana,Mahaboobnagar,PMGSY-I,43,4,43,4,0,0,181.035,42.3286,175.095,71.2372,0
Telangana,Mancherial,RCPLWEA,21,21,1,6,20,15,144.886,220.6134,66.504,92.479,77.832
Telangana,"Medchal Malkajgiri",PMGSY-I,15,0,15,0,0,0,24.04,2.5764,24.04,5.6566,0
Telangana,"Medchal Malkajgiri",PMGSY-III,3,0,2,0,1,0,19,12.84368,15.789,7.6784,2.338
Telangana,Mulugu,RCPLWEA,52,16,1,5,51,11,259.64,308.80704,105.4,120.1855,154.13
Telangana,Nagarkurnool,PMGSY-I,47,3,47,3,0,0,246.22,53.8064,240.37,95.9604,0
Telangana,Narayanpet,PMGSY-II,3,0,3,0,0,0,30.29,18.952,29.853,14.4262,0
Telangana,"Ranga Reddy",PMGSY-I,108,22,108,22,0,0,437.925,100.8337,430.273,185.4617,0
Telangana,Siddipet,PMGSY-III,13,6,3,0,10,6,112.806,92.27847,49.09,69.4431,62.406
Telangana,Vikarabad,PMGSY-III,13,2,9,0,4,2,93.085,60.13381,74.413,47.4115,16.598
Telangana,Warangal,PMGSY-III,16,7,6,0,10,7,104.89,104.21227,82.46,65.021,22.018
Telangana,"Yadadri Bhongiri",PMGSY-II,6,1,6,1,0,0,34,16.2395,31.98,14.415,0
Tripura,Khowai,PM-JANMAN,1,0,0,0,1,0,3.033,2.8864,0,0,3.033
Tripura,"South Tripura",PMGSY-I,281,15,281,14,0,1,1007.773,671.5744,992.179,648.2745,0
Tripura,Unakoti,PMGSY-I,82,7,80,6,2,1,276.206,187.76862,263.809,172.0437,3.951
"Uttar Pradesh",Aligarh,PMGSY-III,38,0,38,0,0,0,335.29,229.302,334.62,168.8556,0
"Uttar Pradesh",Amethi,PMGSY-I,227,0,227,0,0,0,694.668,223.5321,687.159,215.5701,0
"Uttar Pradesh",Amethi,PMGSY-III,43,0,39,0,4,0,301.508,247.0922,285.905,198.4362,13.177
"Uttar Pradesh",Ayodhya,PMGSY-I,246,0,246,0,0,0,821.71,249.8483,817.005,240.9513,0
"Uttar Pradesh",Badaun,PMGSY-I,250,0,250,0,0,0,596.54,119.03666,587.249,114.3385,0
"Uttar Pradesh",Badaun,PMGSY-III,22,0,22,0,0,0,143.705,96.9952,141.583,79.4437,0
"Uttar Pradesh",Bahraich,PMGSY-III,43,0,40,0,3,0,354.029,289.68228,336.225,259.0219,15.015
"Uttar Pradesh",Balrampur,PMGSY-I,195,0,195,0,0,0,607.479,189.1193,599.137,179.4222,0
"Uttar Pradesh",Bijnor,PMGSY-II,9,0,9,0,0,0,97.67,44.97122,97.67,39.5673,0
"Uttar Pradesh",Bijnor,PMGSY-III,19,0,19,0,0,0,135.038,90.1265,135.038,74.9555,0
"Uttar Pradesh",Chandauli,PMGSY-I,239,0,239,0,0,0,720.77,178.6437,697.004,159.8467,0
"Uttar Pradesh",Chitrakoot,PMGSY-II,14,0,14,0,0,0,101.7,55.808,101.699,51.8173,0
"Uttar Pradesh",Chitrakoot,PMGSY-III,13,0,9,0,4,0,93.988,82.54023,66.725,46.9326,27.213
"Uttar Pradesh",Etawah,PMGSY-I,245,0,245,0,0,0,562.59,143.5727,548.383,136.8036,0
"Uttar Pradesh","G.B. Nagar",PMGSY-I,179,0,179,0,0,0,429.785,98.8914,412.065,89.5028,0
"Uttar Pradesh",Gonda,PMGSY-III,66,0,66,0,0,0,460.485,334.92296,459.02,333.6866,0
"Uttar Pradesh",Gorakhpur,PMGSY-II,13,0,13,0,0,0,101.05,56.65087,101.05,48.8768,0
"Uttar Pradesh",Gorakhpur,PMGSY-III,44,0,31,0,13,0,252.5,190.6546,188.484,113.0726,63.24
"Uttar Pradesh",Hapur,PMGSY-II,10,0,10,0,0,0,89.1,44.40788,87.035,35.877,0
"Uttar Pradesh",Hardoi,PMGSY-III,67,0,60,0,7,0,480.658,350.96026,467.502,298.8083,7.679
"Uttar Pradesh",Jaunpur,PMGSY-II,13,0,13,0,0,0,100.77,47.16149,96.605,40.6712,0
"Uttar Pradesh","Kanpur Nagar",PMGSY-II,11,0,11,0,0,0,103.22,85.5865,103.22,77.4466,0
"Uttar Pradesh","Kanpur Nagar",PMGSY-III,35,0,27,0,8,0,263.995,211.71503,205.885,117.4405,54.47
"Uttar Pradesh",Kasganj,PMGSY-III,12,0,12,0,0,0,90.35,55.0185,87.7,40.1307,0
"Uttar Pradesh",Kaushambi,PMGSY-II,18,0,18,0,0,0,120.515,84.9463,119.265,76.4863,0
"Uttar Pradesh",Kaushambi,PMGSY-III,40,0,30,0,10,0,282.62,272.4038,217.728,174.959,63.305
"Uttar Pradesh",Kushinagar,PMGSY-III,63,0,60,0,3,0,420.655,338.88378,397.287,264.764,20.7
"Uttar Pradesh",Lakhimpur-Kherii,PMGSY-III,40,0,38,0,2,0,385.833,327.10152,366.185,285.4267,14.99
"Uttar Pradesh",Lalitpur,PMGSY-III,18,0,15,0,3,0,157.17,132.22589,137.062,90.3379,19.97
"Uttar Pradesh",Lucknow,PMGSY-I,286,0,286,0,0,0,704.295,173.87,690.081,161.0642,0
"Uttar Pradesh",Lucknow,PMGSY-III,20,0,18,0,2,0,155.615,121.82107,148.646,98.8071,6.35
"Uttar Pradesh",Maharajganj,PMGSY-III,41,0,40,0,1,0,318.064,245.54334,310.886,199.8718,0.97
"Uttar Pradesh",Mathura,PMGSY-II,11,0,11,0,0,0,94.5,69.5562,90.835,58.4898,0
"Uttar Pradesh",Mirzapur,PMGSY-I,287,0,287,0,0,0,834.627,217.1968,800.673,188.5854,0
"Uttar Pradesh",Mirzapur,PMGSY-III,23,0,22,0,1,0,187.965,120.91011,175.63,79.6827,6.9
"Uttar Pradesh",Moradabad,PMGSY-II,13,0,13,0,0,0,98.259,48.21445,95.169,43.8036,0
"Uttar Pradesh",Muzaffarnagar,PMGSY-II,12,0,12,0,0,0,105.85,52.16453,105.85,46.1786,0
"Uttar Pradesh",Pratapgarh,PMGSY-III,70,0,65,0,5,0,485.09,430.01389,467.915,352.1764,16.77
"Uttar Pradesh",Prayagraj,PMGSY-II,16,0,16,0,0,0,116.4,87.32012,116.38,76.9368,0
"Uttar Pradesh","Rae Bareli",PMGSY-II,12,0,12,0,0,0,116.9,87.66288,116,75.5848,0
"Uttar Pradesh",Rampur,PMGSY-I,274,0,274,0,0,0,776.525,183.53337,750.727,176.2981,0
"Uttar Pradesh","S.K. Nagar",PMGSY-I,236,0,236,0,0,0,598.98,162.2786,584.136,148.8684,0
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-I,155,0,155,0,0,0,361.535,93.3095,352.84,82.2786,0
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-II,13,0,13,0,0,0,102.7,48.1293,100.295,46.89,0
"Uttar Pradesh",Shahjahanpur,PMGSY-II,13,0,13,0,0,0,109.6,68.09171,106.005,60.8477,0
"Uttar Pradesh",Shamli,PMGSY-I,47,0,47,0,0,0,193.67,54.2126,193.41,52.7319,0
"Uttar Pradesh",Shamli,PMGSY-III,17,0,17,0,0,0,149.55,100.38982,149.138,88.332,0
"Uttar Pradesh",Shrawasti,PMGSY-I,163,0,163,0,0,0,478.9,169.204,470.436,152.8417,0
"Uttar Pradesh",Siddharathnagar,PMGSY-III,43,0,38,0,5,0,313.788,270.3367,272.153,179.8016,41.05
"Uttar Pradesh",Sitapur,PMGSY-I,384,0,384,0,0,0,992.655,327.422,957.959,301.1009,0
"Uttar Pradesh",Sitapur,PMGSY-II,11,0,11,0,0,0,92.775,77.9234,90.918,66.0692,0
"Uttar Pradesh",Sultanpur,PMGSY-III,40,0,32,0,8,0,261.285,209.16106,213.303,145.597,47.37
Uttarakhand,Almora,PMGSY-II,10,0,10,0,0,0,108.175,62.7289,108.175,56.0642,0
Uttarakhand,Bageshwar,PMGSY-III,12,0,0,0,12,0,105.73,83.11198,23.2,13.9595,82.53
Uttarakhand,Chamoli,PMGSY-I,237,104,216,86,21,18,2370.62,1374.80472,2288.848,1355.1169,42.75
Uttarakhand,Chamoli,PMGSY-II,9,3,9,3,0,0,92.015,73.2904,91.495,79.1448,0
Uttarakhand,Champawat,PMGSY-III,8,0,0,0,8,0,85.362,67.91754,0,2.849,85.362
Uttarakhand,Uttarkashi,PMGSY-I,177,26,156,21,21,5,1360.523,700.28381,1259.718,634.8873,80.695
"West Bengal",Bankura,PMGSY-III,34,0,4,0,30,0,292.591,226.99115,39.551,22.7272,252.08
"West Bengal",Birbhum,PMGSY-II,7,0,7,0,0,0,76.75,61.97305,76.221,59.7094,0
"West Bengal",Darjeeling,PMGSY-II,11,1,11,1,0,0,82.719,97.20272,80.228,95.8807,0
"West Bengal",Jalpaiguri,PMGSY-II,16,0,16,0,0,0,95.62,78.00579,93.74,67.0303,0
"West Bengal",Jhargram,PMGSY-III,9,0,1,0,8,0,103.375,100.6439,8.169,4.9653,95.206
"West Bengal",Kalimpong,PMGSY-III,9,0,0,0,9,0,66.097,51.2233,0,0,66.097
"West Bengal",Maldah,PMGSY-III,32,0,7,0,25,0,241.086,154.71073,65.233,41.264,175.791
"West Bengal",Murshidabad,PMGSY-II,14,0,14,0,0,0,162.946,105.63891,162.849,99.9851,0
"West Bengal",Murshidabad,PMGSY-III,44,0,7,0,37,0,306.789,178.08444,72.377,44.5674,234.412
"West Bengal",Nadia,PMGSY-I,249,1,249,1,0,0,1683.342,766.74,1668.023,707.9647,0
"West Bengal",Nadia,PMGSY-III,24,1,7,0,17,1,138.848,106.38457,63.397,32.5934,75.638
"West Bengal","North 24 Parganas",PMGSY-II,17,0,17,0,0,0,108.635,88.48067,108.82,64.7262,0
"West Bengal","North 24 Parganas",PMGSY-III,51,0,4,0,47,0,303.252,215.07294,73.581,36.5263,229.275
"West Bengal","Paschim Burdwan",PMGSY-I,66,1,66,1,0,0,273.207,104.43723,257.604,89.0336,0
"West Bengal","Paschim Medinipur",PMGSY-III,28,0,0,0,28,0,267.988,231.62961,0,0,267.988
"West Bengal","Purba Burdwan",PMGSY-III,27,1,2,0,25,1,262.32,224.35171,19.25,11.5298,243.07
"West Bengal","Purba Medinipur",PMGSY-I,202,4,202,4,0,0,1304.068,658.48287,1290.698,609.6855,0
"West Bengal",Purulia,PMGSY-II,18,0,18,0,0,0,143.66,112.21407,142.905,82.0457,0
"West Bengal","South 24-Parganas",PMGSY-I,312,0,311,0,1,0,1603.63,838.973,1559.633,804.1278,1.2
"West Bengal",Uttardinajpur,PMGSY-II,10,0,10,0,0,0,81.437,68.09995,78.597,60.6663,0
"West Bengal",Uttardinajpur,PMGSY-III,22,0,2,0,20,0,158.926,110.2833,24.525,14.036,134.401
"Andaman And Nicobar",Nicobar,PMGSY-I,3,0,3,0,0,0,2.969,1.3857,2.969,1.1082,0
"Andhra Pradesh",Chittoor,PMGSY-I,148,3,148,3,0,0,482.261,101.8512,471.991,100.7436,0
"Andhra Pradesh",Chittoor,PMGSY-III,37,2,33,0,4,2,276.248,172.5041,236.524,106.8615,32.64
"Andhra Pradesh",Eluru,PMGSY-II,7,0,7,0,0,0,45.54,22.2167,44.101,18.5315,0
"Andhra Pradesh",Nellore,PMGSY-III,20,2,13,0,7,2,194.37,122.57004,123.304,78.7991,66.429
"Andhra Pradesh",Ntr,PMGSY-I,68,4,68,4,0,0,162.8,36.6868,156.83,37.4292,0
"Andhra Pradesh",Ntr,PMGSY-III,6,2,3,0,3,2,47.028,28.8447,24.25,13.0383,21.578
"Andhra Pradesh",Srikakulam,PMGSY-I,211,7,211,7,0,0,561.36,123.0353,560.68,120.4759,0
"Andhra Pradesh",Srikakulam,RCPLWEA,12,1,10,1,2,0,68.146,54.8566,63.047,49.2557,1.678
"Andhra Pradesh",Tirupati,PMGSY-II,6,0,6,0,0,0,50.145,23.1713,46.946,18.9505,0
"Andhra Pradesh",Vizianagaram,PMGSY-II,11,0,11,0,0,0,80.5,40.985,79.69,34.0148,0
"Andhra Pradesh","Y S R Kadapa",PMGSY-III,36,8,19,0,17,8,315.088,242.9157,169.707,92.6908,138.221
"Arunachal Pradesh",Changlang,PMGSY-II,1,0,1,0,0,0,3.7,3.5192,3.7,3.4336,0
"Arunachal Pradesh","East Siang",PMGSY-I,23,1,23,1,0,0,51.925,25.3767,51.925,24.9895,0
"Arunachal Pradesh","Kurung Kumey",PMGSY-I,60,29,49,23,11,6,963.789,900.1091,865.229,838.4543,101.49
"Arunachal Pradesh","Kurung Kumey",PMGSY-II,2,0,1,0,1,0,62,50.62418,38,39.9284,24
"Arunachal Pradesh",Lohit,PMGSY-I,14,0,14,0,0,0,48.9,12.5042,49.13,12.2983,0
"Arunachal Pradesh",Lohit,PMGSY-III,7,6,0,0,7,6,54.01,85.4743,0,13.3289,54.01
"Arunachal Pradesh",Longding,PMGSY-II,3,0,3,0,0,0,13.7,13.372,13.7,11.7885,0
"Arunachal Pradesh",Longding,PMGSY-III,18,0,0,0,18,0,147.27,137.28173,20.9,45.5969,126.37
"Arunachal Pradesh","Lower Dibang Valley",PMGSY-III,4,5,0,0,4,5,21.23,44.10177,4.25,3.7297,16.98
"Arunachal Pradesh","Lower Siang",PMGSY-I,44,18,44,18,0,0,276.1,242.9949,266.99,243.2234,0
"Arunachal Pradesh",Namsai,PMGSY-I,39,1,39,1,0,0,209.16,97.9754,209.16,95.7677,0
"Arunachal Pradesh",Namsai,PMGSY-III,10,2,0,0,10,2,64.22,40.1367,0,2.8921,64.22
"Arunachal Pradesh","Pakke kessang",PMGSY-II,1,0,1,0,0,0,15.6,8.6733,15.6,7.7458,0
"Arunachal Pradesh","Papum Pare",PMGSY-III,12,12,0,0,12,12,109.62,158.12207,2,17.7554,107.62
"Arunachal Pradesh",Tawang,PMGSY-I,59,5,59,5,0,0,608.374,454.0604,602.472,487.5618,0
"Arunachal Pradesh",Tawang,PMGSY-II,7,0,7,0,0,0,36.89,22.4746,36.771,22.9339,0
"Arunachal Pradesh","Upper Siang",PMGSY-II,2,0,2,0,0,0,11.02,4.8324,11.02,4.875,0
"Arunachal Pradesh","Upper Subansiri",PMGSY-I,107,19,91,12,16,7,1456.32,1055.66722,1352.56,979.2789,104.5
"Arunachal Pradesh","Upper Subansiri",PMGSY-II,4,1,3,1,1,0,38.37,52.2119,36.87,47.2804,1.5
"Arunachal Pradesh","Upper Subansiri",PMGSY-III,9,5,0,0,9,5,63.3,76.2592,25.7,27.3394,37.6
Assam,Baksa,PMGSY-I,300,57,296,55,4,2,1007.206,667.20473,999.584,695.834,5.61
Assam,Barpeta,PMGSY-III,31,7,23,1,8,6,205.729,164.56276,157.167,117.273,48.112
Assam,Cachar,PMGSY-I,277,43,277,43,0,0,1056.937,647.85356,1031.497,682.3409,0
Assam,Cachar,PMGSY-II,13,5,13,5,0,0,127.789,96.8147,127.789,93.8537,0
Assam,Darrang,PMGSY-II,9,3,9,3,0,0,47.702,40.5783,47.702,45.0253,0
Assam,Dhemaji,PMGSY-I,280,126,280,126,0,0,1141.823,1150.57087,1142.147,1168.8853,0
Assam,Dhemaji,PMGSY-II,5,6,5,6,0,0,41.775,38.6316,41.775,37.3534,0
Assam,Dibrugarh,PMGSY-III,29,3,23,3,6,0,188.897,107.55336,156.97,84.9418,29.567
Assam,Jorhat,PMGSY-I,367,24,366,23,1,1,1039.818,599.56406,1035.503,664.2659,0.05
Assam,Karimganj,PMGSY-I,266,53,266,53,0,0,881.413,658.02889,876.615,750.822,0
Assam,Morigaon,PMGSY-II,11,5,8,3,3,2,81.95,66.3186,81.75,74.508,0.15
Assam,Morigaon,PMGSY-III,21,2,17,0,4,2,160.73,113.02839,133.9,92.5236,25.83
Assam,Nowgaon,PMGSY-I,862,46,862,46,0,0,2200.263,1158.28563,2191.611,1240.8632,0
Assam,Sonitpur,PMGSY-II,20,4,20,4,0,0,180.67,130.875,180.62,133.7059,0
Assam,Tinsukia,PMGSY-I,354,28,354,28,0,0,1319.943,757.55064,1310.572,824.4406,0
Assam,Udalguri,PMGSY-I,172,78,172,78,0,0,785.389,599.83257,785.255,645.6089,0
Bihar,Arwal,PMGSY-I,160,4,158,4,2,0,360.407,163.48724,335.572,148.1531,0.826
Bihar,Arwal,PMGSY-II,1,0,1,0,0,0,4.05,1.21388,3.95,3.1424,0
Bihar,Aurangabad,PMGSY-I,880,18,875,18,5,0,2540.884,1313.73406,2504.428,1196.7902,9.619
Bihar,Aurangabad,PMGSY-II,4,0,4,0,0,0,24.73,15.9788,24.73,14.5227,0
Bihar,Banka,PMGSY-II,5,0,5,0,0,0,57.16,24.2928,57.16,23.4551,0
Bihar,Begusarai,PMGSY-I,258,7,257,7,1,0,747.741,410.38037,724.06,298.7441,0.07
Bihar,Bhagalpur,PMGSY-III,8,4,6,1,2,3,60.813,61.31584,54.11,46.7434,6.693
Bihar,Buxar,PMGSY-I,338,1,335,1,3,0,1094.849,473.94658,1064.316,441.7273,2.023
Bihar,"East Champaran",PMGSY-II,15,0,15,0,0,0,51.742,22.1739,51.742,24.1707,0
Bihar,Jahanabad,PMGSY-I,284,3,281,3,3,0,562.569,250.34601,548.744,222.4337,5.051
Bihar,Jahanabad,PMGSY-II,5,0,5,0,0,0,36.965,13.50654,36.741,17.5317,0
Bihar,Jahanabad,PMGSY-III,5,0,1,0,4,0,46.094,26.11107,22.85,16.4124,23.244
Bihar,Jamui,PMGSY-II,9,0,9,0,0,0,52.865,28.64995,52.865,29.6689,0
Bihar,Jamui,PMGSY-III,3,0,3,0,0,0,18.262,9.85921,18.261,6.7129,0
Bihar,Khagaria,PMGSY-III,3,0,2,0,1,0,26.09,19.73818,19.91,12.9933,6.18
Bihar,Lakhisarai,PMGSY-II,5,0,5,0,0,0,47.055,20.2212,47.055,20.3086,0
Bihar,Muzaffarpur,PMGSY-II,6,0,6,0,0,0,30.699,13.00032,30.44,10.4769,0
